hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
1800,07
22700,08
33900,09
51600,10
70500,11
78400,12
71600,13
70200,14
52600,15
25900,16
4700,17
200,18
0,19
0,20
0,21
0,22
