hrPow,logHr
0,00
0,01
0,02
0,03
0,04
800,05
5700,06
17500,07
41900,08
54800,09
68600,10
75400,11
76000,12
61900,13
61800,14
49300,15
38200,16
19700,17
6900,18
400,19
0,20
0,21
0,22
