hrPow,logHr
0,00
0,01
0,02
0,03
0,04
100,05
3300,06
18000,07
42200,08
60000,09
64000,10
77800,11
75500,12
76700,13
62500,14
51400,15
36400,16
15800,17
2700,18
300,19
0,20
0,21
0,22
