hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
2000,07
12700,08
50600,09
56800,10
74400,11
86200,12
83900,13
74600,14
54300,15
35200,16
10700,17
300,18
0,19
0,20
0,21
0,22
