hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
1500,06
4900,07
24900,08
35300,09
48500,10
49600,11
55500,12
59200,13
48400,14
41300,15
18300,16
11400,17
6000,18
200,19
0,20
0,21
0,22
