hrPow,logHr
0,00
0,01
0,02
0,03
0,04
1000,05
6800,06
19500,07
32200,08
39800,09
41500,10
52700,11
66900,12
55200,13
47500,14
51500,15
32300,16
14100,17
6400,18
400,19
0,20
0,21
0,22
