hrPow,logHr
0,00
0,01
0,02
0,03
0,04
200,05
1900,06
4800,07
9300,08
16800,09
33400,10
33800,11
42400,12
50600,13
37600,14
42000,15
34500,16
17900,17
6600,18
1200,19
0,20
0,21
0,22
