hrPow,logHr
0,00
0,01
0,02
0,03
0,04
700,05
7300,06
20900,07
38400,08
48700,09
64600,10
70300,11
74500,12
64100,13
64100,14
49900,15
33100,16
20500,17
7300,18
900,19
0,20
0,21
0,22
