hrPow,logHr
0,00
0,01
0,02
0,03
0,04
800,05
3700,06
24400,07
44100,08
49800,09
68000,10
73000,11
76500,12
63200,13
58100,14
50900,15
30400,16
11400,17
4500,18
500,19
0,20
0,21
0,22
