hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
300,06
900,07
2000,08
3800,09
2400,10
2400,11
3400,12
4500,13
3000,14
2700,15
1900,16
600,17
100,18
0,19
0,20
0,21
0,22
