hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
1200,07
2000,08
6900,09
8200,10
9600,11
15500,12
21200,13
19600,14
17600,15
5000,16
1800,17
0,18
0,19
0,20
0,21
0,22
