hrPow,logHr
0,00
0,01
0,02
0,03
0,04
200,05
4100,06
14200,07
44800,08
49500,09
55300,10
75200,11
76800,12
67000,13
67900,14
56400,15
39000,16
19900,17
7900,18
1100,19
0,20
0,21
0,22
