hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
800,07
2500,08
7400,09
4700,10
4800,11
6900,12
7000,13
7300,14
4700,15
2300,16
1200,17
0,18
0,19
0,20
0,21
0,22
