hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
700,08
2000,09
3100,10
4500,11
5300,12
5200,13
4000,14
3100,15
2000,16
300,17
0,18
0,19
0,20
0,21
0,22
