hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
2400,07
3600,08
8800,09
3600,10
3800,11
5200,12
5600,13
5000,14
5400,15
3600,16
1000,17
0,18
0,19
0,20
0,21
0,22
