hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
100,06
600,07
6400,08
9800,09
5400,10
22000,11
29800,12
34600,13
34400,14
27500,15
16100,16
6300,17
3500,18
800,19
0,20
0,21
0,22
