hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
400,07
20300,08
49900,09
67300,10
70000,11
80400,12
78200,13
63000,14
54900,15
29900,16
2300,17
0,18
0,19
0,20
0,21
0,22
