hrPow,logHr
0,00
0,01
0,02
0,03
0,04
700,05
6300,06
22200,07
43900,08
59000,09
69600,10
68500,11
78000,12
73300,13
58700,14
45000,15
40400,16
21000,17
5600,18
400,19
0,20
0,21
0,22
