hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
5300,07
19900,08
49900,09
63900,10
77100,11
71000,12
62300,13
59500,14
45600,15
29000,16
7700,17
500,18
0,19
0,20
0,21
0,22
