hrPow,logHr
0,00
0,01
0,02
0,03
0,04
100,05
3200,06
20200,07
38900,08
42000,09
27200,10
31400,11
15200,12
20100,13
42500,14
32000,15
19400,16
10300,17
1200,18
0,19
0,20
0,21
0,22
