hrPow,logHr
0,00
0,01
0,02
0,03
0,04
400,05
3800,06
19400,07
41200,08
52600,09
68600,10
76000,11
77100,12
66600,13
66100,14
53100,15
32600,16
16300,17
3700,18
100,19
0,20
0,21
0,22
