hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
2100,07
13100,08
17600,09
49500,10
47200,11
54300,12
46100,13
20800,14
9500,15
2800,16
400,17
0,18
0,19
0,20
0,21
0,22
