hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
1800,07
19300,08
15900,09
27200,10
24600,11
36900,12
30300,13
14600,14
13000,15
4800,16
0,17
0,18
0,19
0,20
0,21
0,22
