hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
2800,06
27400,07
63800,08
111800,09
138400,10
143200,11
161000,12
155000,13
139800,14
101200,15
73600,16
28800,17
3400,18
0,19
0,20
0,21
0,22
