hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
5600,06
37600,07
88600,08
98800,09
119200,10
163400,11
171800,12
149200,13
148400,14
119000,15
79200,16
31200,17
6000,18
200,19
0,20
0,21
0,22
