hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
400,06
9700,07
32100,08
44500,09
60000,10
65900,11
66800,12
57900,13
59100,14
45900,15
22200,16
1700,17
0,18
0,19
0,20
0,21
0,22
