hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
100,08
700,09
800,10
1300,11
2000,12
3100,13
3800,14
3900,15
1200,16
400,17
0,18
0,19
0,20
0,21
0,22
