hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
4700,07
27300,08
50400,09
60000,10
72900,11
74900,12
68900,13
52300,14
39000,15
10100,16
600,17
0,18
0,19
0,20
0,21
0,22
