hrPow,logHr
0,00
0,01
0,02
0,03
0,04
400,05
1800,06
7300,07
12200,08
8900,09
34300,10
55700,11
63100,12
74400,13
57500,14
45600,15
25200,16
13800,17
3000,18
100,19
0,20
0,21
0,22
