hrPow,logHr
0,00
0,01
0,02
0,03
0,04
300,05
5600,06
12200,07
22100,08
28200,09
32800,10
48700,11
38200,12
42600,13
30200,14
28600,15
21100,16
16000,17
8000,18
400,19
0,20
0,21
0,22
