hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
0,07
3800,08
17100,09
31600,10
44300,11
44800,12
33900,13
16300,14
8200,15
4600,16
1200,17
0,18
0,19
0,20
0,21
0,22
