hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
5200,06
14100,07
17500,08
8400,09
9800,10
26200,11
48100,12
63700,13
46200,14
38200,15
26100,16
14000,17
7200,18
700,19
0,20
0,21
0,22
