hrPow,logHr
0,00
0,01
0,02
0,03
0,04
700,05
9100,06
13200,07
20300,08
28900,09
26800,10
40600,11
52300,12
36200,13
29900,14
41400,15
30500,16
19300,17
8300,18
700,19
0,20
0,21
0,22
