hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
200,06
18800,07
64600,08
111800,09
139800,10
142200,11
164000,12
158200,13
142600,14
106400,15
76000,16
26400,17
1400,18
0,19
0,20
0,21
0,22
