hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
100,06
10400,07
36600,08
50100,09
67500,10
75600,11
76700,12
66000,13
61800,14
41300,15
20200,16
1000,17
0,18
0,19
0,20
0,21
0,22
