hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
800,07
7300,08
25100,09
48200,10
15500,11
86200,12
63500,13
52100,14
30800,15
5400,16
300,17
0,18
0,19
0,20
0,21
0,22
