hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
500,06
7600,07
20800,08
32200,09
44800,10
51000,11
29200,12
50800,13
39600,14
13100,15
3100,16
1000,17
200,18
0,19
0,20
0,21
0,22
