hrPow,logHr
0,00
0,01
0,02
0,03
0,04
100,05
3800,06
20300,07
42700,08
53500,09
69700,10
76000,11
77700,12
68600,13
67500,14
53700,15
33300,16
17000,17
3900,18
200,19
0,20
0,21
0,22
