hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
0,06
1400,07
22900,08
49700,09
29400,10
68100,11
71100,12
46400,13
19500,14
40200,15
5200,16
100,17
0,18
0,19
0,20
0,21
0,22
