hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
100,06
8100,07
32000,08
54400,09
51300,10
67500,11
75800,12
71000,13
54200,14
37000,15
9600,16
0,18
0,19
0,20
0,21
0,22
