hrPow,logHr
0,00
0,01
0,02
0,03
0,04
0,05
200,06
10200,07
14200,08
9800,09
14600,10
24400,11
51600,12
35800,13
46800,14
94800,15
52800,16
31200,17
2600,18
0,19
0,20
0,21
0,22
