pow,sunshine,humdt,sunshine_humdt,temp_press,wnd_spd,visiblt,cloud2,pow_Y
0.0,0.0,0.72727275,0.27125943,0.40647483,0.21153846,0.19102369,0.1,0.0
0.0,0.0,0.75000006,0.24865448,0.39208636,0.067307696,0.18894584,0.4,0.0
0.0,0.0,0.72727275,0.27125943,0.4136691,0.15384616,0.19033109,0.6,0.0
0.0,0.0,0.9659091,0.033907413,0.2517985,0.009615385,0.052915916,1.0,0.0
0.0,0.0,0.97727275,0.022604942,0.24820146,0.009615385,0.03019809,0.8,0.0011560693641618498
0.0023121387283236996,0.0,0.97727275,0.022604942,0.24820139,0.067307696,0.03643164,0.7,0.06416184971098267
0.04739884393063584,0.0,0.97727275,0.022604942,0.24100718,0.09615385,0.032275937,1.0,0.21502890173410405
0.18670520231213875,0.0,0.97727275,0.022604942,0.23021577,0.15384616,0.101537615,0.5,0.3196531791907515
0.2046242774566474,0.0,0.97727275,0.022604942,0.22302164,0.048076924,0.02978252,0.90000004,0.37052023121387284
0.3127167630057804,0.0,0.97727275,0.022604942,0.21942444,0.009615385,0.035739023,1.0,0.4023121387283237
0.3398843930635838,0.0,0.97727275,0.022604942,0.21942444,0.17307693,0.092395075,1.0,0.4341040462427746
0.26416184971098267,0.0,0.97727275,0.022604942,0.21942444,0.028846156,0.048760217,1.0,0.39710982658959537
0.24450867052023123,0.0,0.9431819,0.056512356,0.2194245,0.05769231,0.17772546,1.0,0.31849710982658963
0.16878612716763006,0.0,0.9431819,0.056512356,0.2194245,0.067307696,0.1388004,1.0,0.2630057803468208
0.02716763005780347,0.0,0.9431819,0.056512356,0.2158273,0.009615385,0.13616845,0.90000004,0.13872832369942198
0.0005780346820809249,0.0,0.93181825,0.06781483,0.2266187,0.10576923,0.09724339,1.0,0.009248554913294798
0.0,0.0,0.97727275,0.022604942,0.19784169,0.067307696,0.027150577,1.0,0.0
0.0,0.0,0.97727275,0.022604942,0.19784169,0.0,0.033522647,1.0,0.0
0.0,0.0,0.97727275,0.022604942,0.20143889,0.01923077,0.019116223,0.7,0.0
0.0,0.0,0.97727275,0.022604942,0.20143889,0.17307693,0.20418341,0.6,0.0
0.0,0.0,0.9545455,0.045209885,0.2194245,0.11538462,0.21138664,0.2,0.0011560693641618498
0.004624277456647399,0.0,0.9545455,0.045209885,0.22302157,0.086538464,0.14420281,0.0,0.07225433526011561
0.014450867052023123,0.0,0.9659091,0.033907413,0.21582736,0.048076924,0.10306137,0.1,0.20173410404624278
0.04277456647398844,0.0,0.9431819,0.056512356,0.2266187,0.086538464,0.10694002,0.0,0.3289017341040463
0.02716763005780347,0.0,0.93181825,0.06781483,0.23741004,0.067307696,0.14018562,0.1,0.4023121387283237
0.027745664739884393,0.0,0.8295455,0.16953713,0.29496402,0.14423077,0.20307523,0.0,0.4317919075144509
0.039884393063583816,0.0,0.68181825,0.3164693,0.43525183,0.14423077,0.24671009,0.8,0.4069364161849711
0.04046242774566474,0.5,0.62500006,0.37567276,0.48201442,0.20192307,0.21748166,0.1,0.4115606936416185
0.042196531791907514,0.0,0.6363637,0.36167926,0.46762595,0.11538462,0.23812164,0.2,0.36127167630057805
0.02716763005780347,0.0,0.6363637,0.36167926,0.45683452,0.09615385,0.22066769,0.2,0.26358381502890177
0.013294797687861272,0.0,0.7045455,0.29386437,0.4028777,0.086538464,0.2526666,0.6,0.12138728323699423
0.006936416184971098,0.0,0.85227275,0.14693213,0.28417268,0.03846154,0.1928245,0.5,0.010982658959537574
0.0,0.2,0.8409091,0.15931106,0.28417268,0.086538464,0.19781135,0.4,0.0
0.0,0.2,0.8977274,0.1027987,0.24460432,0.009615385,0.14434133,0.4,0.0
0.0,0.0,0.9545455,0.045209885,0.2194245,0.0,0.09031723,0.4,0.0
0.0,0.0,0.9545455,0.045209885,0.24460432,0.048076924,0.05180773,0.6,0.0
0.0017341040462427746,0.0,0.9204546,0.0791173,0.26618707,0.1826923,0.06926168,0.0,0.0
0.04566473988439307,0.0,0.9659091,0.033907413,0.24100725,0.10576923,0.052361824,0.0,0.006936416184971098
0.12369942196531793,0.0,0.9659091,0.033907413,0.23741004,0.028846156,0.03269151,0.1,0.034682080924855495
0.16936416184971098,0.0,0.9545455,0.045209885,0.23741011,0.13461539,0.030059567,0.1,0.07283236994219654
0.29884393063583814,0.0,0.9204546,0.0791173,0.2589928,0.07692308,0.07507966,0.2,0.08901734104046244
0.36820809248554914,0.0,0.93181825,0.06781483,0.2517986,0.11538462,0.07064691,0.1,0.03063583815028902
0.41907514450867056,0.0,0.875,0.12432718,0.28417268,0.086538464,0.11829894,0.2,0.019653179190751446
0.35375722543352606,0.0,0.8636364,0.13562971,0.29856116,0.20192307,0.12827262,0.1,0.02716763005780347
0.29653179190751444,0.0,0.78409094,0.21474701,0.36690646,0.20192307,0.17301567,0.1,0.01907514450867052
0.23352601156069366,0.0,0.79545456,0.20344454,0.36330932,0.16346155,0.21027845,0.7,0.010982658959537574
0.08670520231213873,0.0,0.79545456,0.20344454,0.36690652,0.16346155,0.21277186,0.1,0.006358381502890174
0.016763005780346823,0.0,0.79545456,0.20344454,0.36330932,0.11538462,0.20515308,0.6,0.010982658959537574
0.0,0.0,0.875,0.12432718,0.3021583,0.05769231,0.1702452,0.1,0.0
0.0,0.0,0.8863636,0.11302471,0.30575544,0.07692308,0.15653138,0.4,0.0
0.0,0.0,0.97727275,0.022604942,0.24820146,0.067307696,0.07840422,0.1,0.0
0.0,0.0,0.97727275,0.022604942,0.28057554,0.009615385,0.0015237569,0.90000004,0.0
0.0011560693641618498,0.0,0.97727275,0.022604942,0.28057554,0.028846156,0.0022163736,0.6,0.0
0.06416184971098267,0.0,0.97727275,0.022604942,0.2769784,0.009615385,0.0018008035,0.0,0.003468208092485549
