ymdhms,sunshine,humdt,wnd_spd,visiblt,cloud2,cloud,grd_temprt,wnd_dir,dewpnt,steampressr,temprt,mincloud,rain,pressr,seapressr,snow
2019110111,1.0,62.0,2.9,592.0,0.0,0.0,26.7,290.0,11.3,13.4,18.8,6.4375,0.0,1002.2,1021.4,0.0
2019110112,1.0,52.0,4.2,642.0,0.0,0.0,30.3,290.0,10.1,12.4,20.3,6.25,0.0,1001.4,1020.6,0.0
2019110113,1.0,34.0,3.3,885.0,0.0,0.0,32.8,320.0,5.0,8.7,21.6,6.0625,0.0,1000.7,1019.7,0.0
2019110114,1.0,31.0,2.5,1269.0,0.0,0.0,32.9,320.0,4.4,8.4,22.4,5.875,0.0,1000.1,1019.0,0.0
2019110115,1.0,38.0,3.9,1096.0,0.0,0.0,28.7,290.0,6.5,9.7,21.5,5.6875,0.0,1000.2,1019.2,0.0
2019110116,1.0,43.0,2.9,939.0,0.0,0.0,22.7,320.0,7.9,10.6,21.0,5.5,0.0,1000.1,1019.2,0.0
2019110117,0.7,57.0,1.0,868.0,0.0,6.0,17.1,340.0,9.9,12.2,18.6,5.3125,0.0,1000.1,1019.3,0.0
2019110118,0.0,73.0,0.7,608.0,0.0,6.0,13.8,250.0,10.2,12.4,15.1,5.125,0.0,1000.5,1020.1,0.0
2019110119,0.0,83.0,0.9,554.0,0.0,6.0,12.6,90.0,10.4,12.6,13.3,4.9375,0.0,1001.5,1021.2,0.0
2019110120,0.0,88.0,0.3,533.0,0.0,5.0,11.6,0.0,9.9,12.2,11.9,4.75,0.0,1001.5,1021.3,0.0
2019110205,0.0,98.0,0.0,174.0,0.0,5.0,7.1,0.0,6.0,9.3,6.3,4.5625,0.0,1001.7,1022.0,0.0
2019110206,0.0,98.0,0.0,185.0,0.0,3.0,6.8,0.0,5.6,9.1,5.9,4.375,0.0,1001.7,1022.0,0.0
2019110207,0.0,98.0,0.0,127.0,2.0,2.0,7.2,0.0,5.5,9.0,5.8,4.1875,0.0,1001.9,1022.2,0.0
2019110208,0.2,98.0,0.0,103.0,2.0,2.0,9.0,0.0,6.5,9.7,6.8,4.0,0.0,1002.5,1022.7,0.0
2019110209,1.0,90.0,0.2,337.0,1.0,7.0,12.0,0.0,8.6,11.2,10.2,19.75,0.0,1002.6,1022.6,0.0
2019110210,1.0,72.0,0.7,736.0,0.0,6.0,16.8,90.0,11.0,13.1,16.1,35.5,0.0,1002.2,1021.7,0.0
2019110211,0.9,61.0,1.5,1089.0,2.0,7.0,22.0,180.0,10.3,12.5,18.0,51.25,0.0,1001.6,1020.9,0.0
2019110212,0.7,53.0,0.9,1160.0,7.0,8.0,25.6,160.0,9.2,11.6,19.1,67.0,0.0,1000.6,1019.7,0.0
2019110213,0.8,52.0,2.2,1131.0,6.0,7.0,23.1,70.0,8.7,11.2,18.8,62.0,0.0,999.8,1019.0,0.0
2019110214,0.2,52.0,1.5,1187.0,2.0,8.0,23.4,200.0,8.9,11.4,19.0,58.0,0.0,999.2,1018.3,0.0
2019110215,0.6,48.0,1.5,1390.0,2.0,8.0,23.4,180.0,8.4,11.0,19.8,53.0,0.0,999.1,1018.3,0.0
2019110216,1.0,52.0,0.9,1258.0,1.0,4.0,19.7,180.0,9.5,11.9,19.7,53.0,0.0,998.7,1017.9,0.0
2019110217,0.6,65.0,0.2,988.0,3.0,6.0,17.0,0.0,11.1,13.2,17.8,53.0,0.0,998.6,1017.8,0.0
2019110218,0.0,79.0,0.2,798.0,8.0,8.0,15.2,0.0,11.3,13.4,15.0,53.0,0.0,998.8,1018.4,0.0
2019110219,0.0,87.0,0.5,587.0,2.0,6.0,13.5,270.0,10.9,13.0,13.1,57.0,0.0,999.1,1018.8,0.0
2019110220,0.0,93.0,0.4,294.0,4.0,8.0,12.6,0.0,10.7,12.9,11.9,15.0,0.0,999.3,1019.1,0.0
2019110305,0.0,98.0,0.2,280.0,5.0,9.0,10.7,0.0,8.5,11.1,8.9,8.0,0.0,998.2,1018.2,0.0
2019110306,0.0,98.0,0.2,277.0,7.0,10.0,10.7,0.0,8.8,11.3,9.2,8.0,0.0,998.4,1018.3,0.0
2019110307,0.0,98.0,0.3,218.0,6.0,9.0,10.5,0.0,8.9,11.4,9.3,46.0,0.0,998.6,1018.5,0.0
2019110308,0.0,98.0,0.3,204.0,2.0,8.0,11.5,0.0,9.5,11.9,9.9,41.0,0.0,999.2,1019.2,0.0
2019110309,0.0,94.0,0.4,275.0,0.0,8.0,13.6,0.0,11.3,13.4,12.3,46.0,0.0,999.4,1019.1,0.0
2019110310,0.5,75.0,3.1,567.0,1.0,8.0,15.1,340.0,11.0,13.1,15.5,51.0,0.0,999.1,1018.6,0.0
2019110311,1.0,66.0,3.8,716.0,0.0,5.0,16.0,290.0,10.2,12.4,16.6,47.18181818181818,0.0,998.8,1018.2,0.0
2019110312,1.0,51.0,2.4,982.0,0.0,0.0,18.7,290.0,8.8,11.3,19.2,43.36363636363636,0.0,998.1,1017.2,0.0
2019110313,1.0,42.0,3.1,1399.0,0.0,0.0,24.5,290.0,6.5,9.7,19.8,39.54545454545455,0.0,997.5,1016.7,0.0
2019110314,1.0,38.0,2.9,1354.0,0.0,0.0,23.4,290.0,5.8,9.2,20.7,35.72727272727273,0.0,997.2,1016.3,0.0
2019110315,1.0,35.0,3.3,1636.0,0.0,0.0,20.2,290.0,4.6,8.5,20.7,31.909090909090907,0.0,997.5,1016.6,0.0
2019110316,1.0,33.0,3.0,1666.0,0.0,0.0,18.2,320.0,3.6,7.9,20.5,28.09090909090909,0.0,997.7,1016.8,0.0
2019110317,0.9,37.0,2.3,1358.0,0.0,0.0,16.6,340.0,3.6,7.9,18.7,24.272727272727273,0.0,998.1,1017.2,0.0
2019110318,0.0,59.0,1.2,1173.0,0.0,3.0,12.7,290.0,5.8,9.2,13.7,20.454545454545453,0.0,998.7,1018.3,0.0
2019110319,0.0,74.0,0.4,825.0,0.0,0.0,11.1,0.0,6.7,9.8,11.2,16.636363636363633,0.0,999.5,1019.3,0.0
2019110320,0.0,76.0,0.8,999.0,0.0,6.0,10.1,250.0,6.0,9.3,10.1,12.818181818181813,0.0,1000.0,1020.0,0.0
2019110405,0.0,96.0,0.0,515.0,6.0,6.0,8.2,0.0,5.1,8.8,5.7,9.0,0.0,1001.2,1021.5,0.0
2019110406,0.0,94.0,0.0,715.0,9.0,9.0,8.5,0.0,5.3,8.9,6.3,10.0,0.0,1001.5,1021.8,0.0
2019110407,0.0,96.0,0.0,532.0,6.0,8.0,7.4,0.0,5.3,8.9,5.9,10.0,0.0,1001.8,1022.1,0.0
2019110408,0.0,95.0,0.0,531.0,6.0,6.0,9.2,0.0,6.0,9.3,6.8,11.0,0.0,1002.7,1022.9,0.0
2019110409,0.2,85.0,0.2,622.0,4.0,7.0,11.3,0.0,7.5,10.4,10.0,15.0,0.0,1003.2,1023.2,0.0
2019110410,1.0,67.0,0.6,1318.0,0.0,6.0,15.4,90.0,8.7,11.2,14.8,15.5,0.0,1003.0,1022.7,0.0
2019110411,0.9,62.0,0.9,1676.0,0.0,7.0,18.6,200.0,8.9,11.4,16.2,16.0,0.0,1002.8,1022.3,0.0
2019110412,0.7,56.0,1.4,1623.0,4.0,5.0,20.7,160.0,8.8,11.3,17.8,16.5,0.0,1002.0,1021.3,0.0
2019110413,1.0,50.0,1.9,1547.0,0.0,6.0,23.9,160.0,7.8,10.6,18.5,17.0,0.0,1001.1,1020.3,0.0
2019110414,0.4,54.0,1.6,1636.0,0.0,8.0,20.1,230.0,7.9,10.6,17.4,17.5,0.0,1000.5,1019.8,0.0
2019110415,0.6,53.0,2.7,1406.0,1.0,9.0,21.9,200.0,8.4,11.0,18.2,18.0,0.0,1000.4,1019.6,0.0
2019110416,0.2,93.0,1.0,426.0,9.0,9.0,15.7,180.0,11.8,13.8,13.0,10.0,0.0,1000.9,1020.6,0.0
2019110417,0.0,95.0,0.2,414.0,1.0,9.0,15.9,0.0,12.8,14.8,13.6,20.0,0.0,1000.9,1020.5,0.0
2019110418,0.0,98.0,0.4,177.0,3.0,3.0,14.7,0.0,12.6,14.6,13.0,13.0,4.3,1001.1,1020.8,0.0
2019110419,0.0,98.0,0.7,166.0,3.0,5.0,14.3,290.0,12.3,14.3,12.7,11.5,0.0,1001.4,1021.1,0.0
2019110420,0.0,98.0,0.1,204.0,5.0,6.0,14.2,0.0,12.0,14.0,12.4,10.0,0.0,1001.5,1021.3,0.0
2019110505,0.0,98.0,0.7,90.0,8.0,8.0,12.9,290.0,10.5,12.7,10.9,8.5,0.0,1000.3,1020.2,0.0
2019110506,0.0,98.0,1.4,97.0,9.0,9.0,12.7,290.0,10.2,12.4,10.6,7.0,0.0,1000.3,1020.2,0.0
2019110507,0.0,98.0,1.3,34.0,7.0,7.0,12.4,320.0,9.8,12.1,10.2,5.5,0.0,1000.5,1020.5,0.0
2019110508,0.0,98.0,0.2,36.0,9.0,9.0,13.1,0.0,10.0,12.3,10.4,4.0,0.0,1000.9,1020.9,0.0
2019110509,0.0,98.0,0.3,89.0,8.0,8.0,15.1,0.0,10.5,12.7,10.9,2.5,0.0,1001.0,1020.9,0.0
2019110510,0.6,98.0,0.9,600.0,6.0,8.0,16.6,160.0,13.7,15.7,14.1,1.0,0.0,1000.6,1020.2,0.0
2019110511,1.0,62.0,2.2,1176.0,0.0,1.0,17.7,320.0,9.3,11.7,16.7,3.75,0.0,1000.2,1019.6,0.0
2019110512,1.0,50.0,3.5,1447.0,0.0,0.0,18.7,270.0,6.9,9.9,17.5,6.5,0.0,999.8,1019.1,0.0
2019110513,1.0,44.0,2.6,1642.0,0.0,0.0,19.3,290.0,5.7,9.2,18.2,9.25,0.0,998.6,1017.8,0.0
2019110514,1.0,38.0,4.2,1802.0,0.0,0.0,18.1,340.0,3.4,7.8,18.0,12.0,0.0,998.0,1017.2,0.0
2019110515,1.0,44.0,3.6,1734.0,0.0,0.0,17.9,340.0,5.9,9.3,18.4,14.75,0.0,997.8,1017.0,0.0
2019110516,0.9,48.0,3.1,1529.0,0.0,5.0,16.3,340.0,6.2,9.5,17.4,17.5,0.0,997.9,1017.2,0.0
2019110517,0.9,53.0,2.0,1531.0,0.0,0.0,14.8,320.0,6.5,9.7,16.2,20.25,0.0,997.8,1017.2,0.0
2019110518,0.0,59.0,1.2,1259.0,0.0,0.0,12.6,340.0,6.3,9.5,14.3,23.0,0.0,998.0,1017.5,0.0
2019110519,0.0,80.0,1.0,797.0,0.0,0.0,11.1,290.0,7.2,10.2,10.6,25.75,0.0,998.4,1018.3,0.0
2019110520,0.0,73.0,1.9,851.0,0.0,0.0,10.7,340.0,7.6,10.4,12.4,28.5,0.0,998.6,1018.3,0.0
2019110605,0.0,85.0,2.2,593.0,0.0,10.0,7.0,340.0,5.3,8.9,7.7,31.25,0.0,998.2,1018.3,0.0
2019110606,0.0,98.0,1.0,253.0,0.0,10.0,6.2,160.0,5.1,8.8,5.4,34.0,0.0,998.4,1018.7,0.0
2019110607,0.0,98.0,0.4,165.0,0.0,10.0,5.7,0.0,4.3,8.3,4.6,36.75,0.0,998.2,1018.6,0.0
2019110608,0.6,98.0,0.7,257.0,0.0,10.0,6.8,90.0,5.8,9.2,6.1,39.5,0.0,998.7,1018.9,0.0
2019110609,1.0,83.0,0.7,685.0,0.0,8.0,10.5,140.0,7.7,10.5,10.5,42.25,0.0,998.7,1018.6,0.0
2019110610,1.0,56.0,2.0,1270.0,0.0,1.0,13.9,270.0,6.3,9.5,15.1,45.0,0.0,998.4,1017.9,0.0
2019110611,1.0,42.0,2.5,1854.0,0.0,0.0,16.1,290.0,4.0,8.1,17.1,47.75,0.0,997.9,1017.2,0.0
2019110612,1.0,37.0,2.5,1774.0,0.0,0.0,18.0,270.0,3.0,7.6,18.0,50.5,0.0,997.0,1016.2,0.0
2019110613,1.0,28.0,2.6,1894.0,0.0,0.0,18.5,290.0,-0.2,6.0,18.7,53.25,0.0,995.9,1015.0,0.0
2019110614,1.0,33.0,3.0,1818.0,0.0,7.0,20.2,290.0,2.6,7.4,19.3,56.0,0.0,995.3,1014.3,0.0
2019110615,1.0,31.0,3.1,1846.0,0.0,4.0,17.9,340.0,1.5,6.8,19.1,58.75,0.0,995.1,1014.1,0.0
2019110616,1.0,35.0,2.9,1829.0,0.0,4.0,16.7,340.0,2.5,7.3,18.3,61.5,0.0,995.4,1014.5,0.0
2019110617,0.5,50.0,1.6,1506.0,0.0,7.0,14.1,320.0,5.5,9.0,16.0,64.25,0.0,995.2,1014.6,0.0
2019110618,0.0,68.0,1.5,408.0,5.0,7.0,11.5,290.0,6.7,9.8,12.5,67.0,0.0,995.2,1014.8,0.0
2019110619,0.0,72.0,1.9,845.0,7.0,7.0,10.5,290.0,6.5,9.7,11.4,65.0,0.0,995.7,1015.5,0.0
2019110620,0.0,69.0,1.4,1282.0,8.0,8.0,10.0,320.0,5.7,9.2,11.2,64.0,0.0,995.7,1015.5,0.0
2019111305,0.0,98.0,0.1,422.0,0.0,0.0,3.0,0.0,1.4,6.8,1.7,54.333333333333336,0.0,1000.3,1020.9,0.0
2019111306,0.0,98.0,0.0,548.0,0.0,0.0,2.9,0.0,1.3,6.7,1.6,44.66666666666667,0.0,999.7,1020.3,0.0
2019111307,0.0,98.0,0.0,557.0,2.0,2.0,4.6,0.0,2.0,7.1,2.3,35.0,0.0,999.8,1020.3,0.0
2019111308,0.0,98.0,0.2,455.0,6.0,6.0,6.2,0.0,3.3,7.7,3.6,33.0,0.0,1000.8,1021.2,0.0
2019111309,0.0,95.0,0.0,614.0,9.0,9.0,8.8,0.0,4.8,8.6,5.6,37.0,0.0,1000.8,1021.1,0.0
2019111310,0.0,85.0,0.4,810.0,10.0,10.0,12.5,0.0,6.4,9.6,8.8,40.0,0.0,1000.5,1020.5,0.0
2019111311,0.0,73.0,0.4,946.0,9.0,10.0,15.3,0.0,7.1,10.1,11.8,36.0,0.0,998.6,1018.4,0.0
2019111312,0.0,46.0,2.0,1642.0,10.0,10.0,16.1,320.0,3.0,7.6,14.5,32.0,0.0,998.4,1017.9,0.0
2019111313,0.0,44.0,1.5,1899.0,10.0,10.0,14.2,20.0,1.9,7.0,14.0,32.0,0.0,997.8,1017.3,0.0
2019111314,0.0,43.0,1.0,1834.0,5.0,10.0,14.1,360.0,1.5,6.8,13.9,27.0,0.0,996.4,1015.9,0.0
2019111315,0.2,41.0,1.2,1890.0,9.0,9.0,17.3,320.0,2.0,7.1,15.2,23.0,0.0,995.8,1015.3,0.0
2019111316,0.0,53.0,3.2,1916.0,6.0,9.0,13.9,320.0,4.4,8.4,13.9,19.0,0.0,995.5,1015.0,0.0
2019111317,0.0,60.0,0.0,1943.0,1.0,10.0,12.7,0.0,5.8,9.2,13.5,20.0,0.0,995.3,1014.8,0.0
2019111318,0.0,67.0,0.4,673.0,10.0,10.0,11.7,0.0,7.0,10.0,13.0,23.0,0.0,995.4,1015.0,0.0
2019111319,0.0,69.0,0.8,1487.0,9.0,9.0,11.9,270.0,7.8,10.6,13.4,10.0,0.0,995.5,1015.1,0.0
2019111320,0.0,83.0,2.2,960.0,1.0,9.0,11.2,320.0,9.0,11.5,11.9,9.0,0.0,996.1,1015.8,0.0
2019111405,0.0,67.0,3.8,1540.0,0.0,0.0,4.7,320.0,-0.2,6.0,5.4,10.0,0.0,1001.6,1022.0,0.0
2019111406,0.0,62.0,2.6,1679.0,3.0,3.0,3.9,320.0,-1.9,5.3,4.7,11.0,0.0,1002.3,1022.7,0.0
2019111407,0.0,61.0,2.9,1884.0,1.0,2.0,3.1,320.0,-2.9,4.9,3.9,11.0,0.0,1003.1,1023.6,0.0
2019111408,0.5,56.0,4.7,1915.0,0.0,3.0,3.3,340.0,-4.0,4.5,3.9,11.2,0.0,1003.5,1024.0,0.0
2019111409,1.0,51.0,4.3,1928.0,0.0,0.0,4.7,340.0,-4.9,4.2,4.3,11.4,0.0,1003.9,1024.3,0.0
2019111410,1.0,48.0,3.9,1836.0,0.0,0.0,6.8,340.0,-4.6,4.3,5.5,11.6,0.0,1004.5,1024.9,0.0
2019111411,1.0,45.0,3.9,1802.0,0.0,0.0,8.1,320.0,-5.0,4.2,6.0,11.8,0.0,1004.2,1024.6,0.0
2019111412,1.0,43.0,5.7,1822.0,0.0,0.0,8.5,340.0,-5.0,4.2,6.7,12.0,0.0,1003.7,1024.0,0.0
2019111413,1.0,37.0,3.7,1974.0,0.0,0.0,10.2,320.0,-5.5,4.1,8.3,12.2,0.0,1003.0,1023.1,0.0
2019111414,1.0,30.0,4.0,1889.0,0.0,0.0,10.0,340.0,-8.2,3.3,8.3,12.4,0.0,1002.6,1022.7,0.0
2019111415,1.0,28.0,3.0,2000.0,0.0,0.0,10.0,340.0,-9.3,3.0,8.1,12.6,0.0,1002.6,1022.7,0.0
2019111416,1.0,28.0,2.1,1872.0,0.0,0.0,8.7,340.0,-9.7,2.9,7.6,12.8,0.0,1002.6,1022.8,0.0
2019111417,0.8,33.0,2.0,1980.0,0.0,0.0,5.4,320.0,-9.1,3.1,5.9,13.0,0.0,1002.6,1022.9,0.0
2019111418,0.0,50.0,1.2,1903.0,0.0,0.0,3.4,270.0,-6.1,3.9,3.3,13.2,0.0,1002.7,1023.2,0.0
2019111419,0.0,63.0,1.0,1875.0,0.0,0.0,2.1,290.0,-5.2,4.2,1.0,13.4,0.0,1003.3,1024.0,0.0
2019111420,0.0,71.0,0.0,1269.0,0.0,0.0,1.4,0.0,-4.8,4.3,-0.2,13.6,0.0,1003.3,1024.1,0.0
2019111505,0.0,93.0,0.0,1347.0,0.0,0.0,-0.9,0.0,-4.6,4.3,-3.7,13.8,0.0,1002.7,1023.8,0.0
2019111506,0.0,94.0,0.0,1279.0,0.0,0.0,-0.9,0.0,-4.4,4.4,-3.6,14.0,0.0,1002.7,1023.8,0.0
2019111507,0.0,93.0,0.0,1495.0,0.0,0.0,-0.7,0.0,-4.7,4.3,-3.8,14.2,0.0,1002.5,1023.6,0.0
2019111508,0.5,88.0,0.0,1311.0,0.0,0.0,-0.1,0.0,-3.6,4.7,-1.9,14.4,0.0,1002.4,1023.3,0.0
2019111509,1.0,79.0,0.3,1128.0,0.0,0.0,0.5,0.0,-1.6,5.4,1.6,14.6,0.0,1002.4,1023.1,0.0
2019111510,1.0,57.0,0.6,1378.0,0.0,1.0,6.6,180.0,-0.4,5.9,7.5,14.8,0.0,1002.1,1022.3,0.0
2019111511,1.0,48.0,1.5,1773.0,0.0,0.0,11.8,110.0,1.1,6.6,11.8,15.0,0.0,1001.5,1021.3,0.0
2019111512,1.0,47.0,1.6,1680.0,0.0,1.0,14.8,250.0,3.2,7.7,14.4,15.2,0.0,1000.5,1020.1,0.0
2019111513,1.0,46.0,3.5,1772.0,0.0,0.0,15.2,340.0,3.4,7.8,15.0,15.4,0.0,999.5,1019.1,0.0
2019111514,1.0,40.0,2.7,1785.0,0.0,0.0,16.3,290.0,2.2,7.2,15.8,15.600000000000001,0.0,998.7,1018.2,0.0
2019111515,1.0,45.0,2.2,1749.0,0.0,0.0,16.4,200.0,3.9,8.1,15.9,15.8,0.0,998.4,1017.9,0.0
2019111516,1.0,55.0,3.7,1807.0,2.0,2.0,14.8,180.0,5.5,9.0,14.5,16.0,0.0,998.7,1018.2,0.0
2019111517,0.6,62.0,3.8,1823.0,0.0,0.0,11.5,200.0,6.0,9.3,13.2,15.0,0.0,998.8,1018.4,0.0
2019111518,0.0,67.0,3.2,1753.0,0.0,0.0,9.5,230.0,6.3,9.5,12.3,14.0,0.0,999.1,1018.8,0.0
2019111519,0.0,76.0,0.4,1249.0,0.0,0.0,7.9,0.0,5.6,9.1,9.7,13.0,0.0,999.9,1019.9,0.0
2019111520,0.0,90.0,0.1,991.0,0.0,0.0,6.4,0.0,5.3,8.9,6.9,12.0,0.0,1000.1,1020.3,0.0
2019111605,0.0,98.0,0.3,339.0,0.0,10.0,2.6,0.0,1.4,6.8,1.7,11.0,0.0,999.7,1020.3,0.0
2019111606,0.0,98.0,0.0,408.0,2.0,9.0,2.9,0.0,1.7,6.9,2.0,10.0,0.0,1000.0,1020.6,0.0
2019111607,0.0,98.0,0.0,604.0,9.0,10.0,4.5,0.0,2.0,7.1,2.3,11.0,0.0,1000.3,1020.9,0.0
2019111608,0.2,98.0,0.4,791.0,9.0,10.0,6.5,0.0,3.7,8.0,4.0,10.0,0.0,1000.6,1021.0,0.0
2019111609,0.0,97.0,0.1,640.0,8.0,8.0,9.4,0.0,6.2,9.5,6.7,10.0,0.0,1001.0,1021.2,0.0
2019111610,0.7,81.0,0.3,726.0,7.0,7.0,12.9,0.0,7.7,10.5,10.9,10.0,0.0,1001.0,1020.9,0.0
2019111611,0.1,74.0,0.5,690.0,7.0,7.0,13.4,160.0,8.9,11.4,13.5,10.0,0.0,1000.9,1020.6,0.0
2019111612,0.5,61.0,1.7,1751.0,4.0,5.0,15.4,270.0,8.8,11.3,16.4,11.0,0.0,1000.1,1019.5,0.0
2019111613,0.8,55.0,2.9,1670.0,0.0,5.0,16.9,320.0,8.3,10.9,17.5,13.0,0.0,999.4,1018.7,0.0
2019111614,0.8,51.0,2.0,1604.0,1.0,7.0,17.7,290.0,8.2,10.9,18.6,15.0,0.0,998.9,1018.1,0.0
2019111615,0.6,48.0,1.0,1764.0,2.0,6.0,16.9,290.0,7.7,10.5,19.0,15.5,0.0,998.5,1017.6,0.0
2019111616,0.9,48.0,1.9,1826.0,1.0,3.0,16.2,270.0,7.0,10.0,18.3,16.0,0.0,999.0,1018.2,0.0
2019111617,0.7,59.0,0.6,1376.0,1.0,1.0,13.3,110.0,8.1,10.8,16.2,17.0,0.0,999.4,1018.8,0.0
2019111618,0.0,75.0,0.6,988.0,0.0,0.0,10.1,270.0,8.0,10.7,12.4,14.75,0.0,1000.0,1019.7,0.0
2019111619,0.0,86.0,0.2,949.0,0.0,0.0,8.6,0.0,8.0,10.7,10.3,12.5,0.0,1000.6,1020.6,0.0
2019111620,0.0,91.0,0.4,859.0,0.0,0.0,7.8,0.0,7.4,10.3,8.8,10.25,0.0,1001.5,1021.5,0.0
2019111705,0.0,98.0,0.5,542.0,1.0,10.0,7.8,270.0,6.2,9.5,6.5,8.0,0.0,1000.9,1021.1,0.0
2019111706,0.0,98.0,0.0,651.0,3.0,10.0,8.2,0.0,6.8,9.9,7.1,10.0,0.0,1001.1,1021.3,0.0
2019111707,0.0,98.0,0.8,617.0,3.0,10.0,8.3,270.0,7.3,10.2,7.7,9.0,0.0,1001.2,1021.3,0.0
2019111708,0.0,98.0,0.1,593.0,7.0,10.0,9.3,0.0,7.8,10.6,8.2,8.0,0.0,1001.4,1021.5,0.0
2019111709,0.0,96.0,0.1,413.0,10.0,10.0,10.5,0.0,8.5,11.1,9.2,7.0,0.0,1001.4,1021.4,0.0
2019111710,0.0,93.0,0.5,580.0,10.0,10.0,11.9,320.0,9.5,11.9,10.6,6.0,0.0,1001.1,1021.0,0.0
2019111711,0.0,96.0,0.7,176.0,10.0,10.0,11.9,20.0,11.1,13.2,11.8,5.0,0.0,1001.0,1020.8,0.0
2019111712,0.0,90.0,0.5,720.0,7.0,9.0,14.2,90.0,11.6,13.7,13.3,5.0,0.1,1000.3,1020.0,0.0
2019111713,0.0,86.0,1.1,925.0,2.0,8.0,15.0,180.0,11.6,13.7,14.0,5.0,0.0,998.8,1018.4,0.0
2019111714,0.0,83.0,0.8,1153.0,9.0,9.0,15.8,230.0,11.9,13.9,14.8,5.0,0.0,998.4,1018.0,0.0
2019111715,0.0,83.0,1.4,926.0,9.0,9.0,14.7,160.0,12.0,14.0,14.9,5.0,0.0,997.9,1017.5,0.0
2019111716,0.0,84.0,1.2,878.0,9.0,9.0,14.2,290.0,12.3,14.3,15.0,5.0,0.0,998.0,1017.6,0.0
2019111717,0.0,85.0,1.0,1064.0,9.0,9.0,14.0,110.0,12.3,14.3,14.9,5.0,0.0,997.4,1017.0,0.0
2019111718,0.0,82.0,2.1,1266.0,7.0,7.0,14.1,110.0,12.4,14.4,15.5,5.0,0.0,996.0,1015.5,0.0
2019111719,0.0,82.0,1.4,1167.0,0.0,0.0,14.8,320.0,13.6,15.6,16.7,4.5,0.0,997.2,1016.5,0.0
2019111720,0.0,89.0,2.0,959.0,3.0,3.0,15.2,160.0,15.1,17.2,17.0,4.0,0.0,996.6,1015.9,0.0
2019111805,0.0,84.0,3.1,1546.0,0.0,0.0,12.8,340.0,10.4,12.6,13.1,4.0,0.0,994.5,1014.1,0.0
2019111806,0.0,83.0,3.7,1846.0,6.0,9.0,12.4,340.0,9.9,12.2,12.8,4.0,0.9,994.6,1014.2,0.0
2019111807,0.0,80.0,1.8,2000.0,7.0,9.0,11.9,320.0,8.8,11.3,12.2,8.0,0.0,995.6,1015.3,0.0
2019111808,0.0,77.0,5.7,1796.0,10.0,10.0,10.9,340.0,6.8,9.9,10.7,8.0,0.0,997.1,1016.9,0.0
2019111809,0.0,74.0,4.6,1228.0,8.0,10.0,11.1,320.0,6.1,9.4,10.6,7.0,0.0,997.0,1016.9,0.0
2019111810,0.0,76.0,5.3,1041.0,10.0,10.0,10.7,320.0,6.3,9.5,10.4,6.0,0.0,997.6,1017.5,0.0
2019111811,0.0,76.0,5.3,1403.0,9.0,9.0,10.8,340.0,5.9,9.3,10.0,6.0,0.0,998.3,1018.2,0.0
2019111812,0.0,72.0,3.5,1038.0,9.0,9.0,10.9,320.0,4.5,8.4,9.4,7.0,0.0,998.1,1018.0,0.0
2019111813,0.0,64.0,5.3,1046.0,8.0,9.0,11.0,360.0,2.6,7.4,9.1,8.0,0.0,997.6,1017.5,0.0
2019111814,0.0,58.0,3.4,976.0,7.0,10.0,10.8,340.0,1.2,6.7,9.1,11.0,0.0,998.0,1017.9,0.0
2019111815,0.0,55.0,5.1,932.0,1.0,10.0,10.2,320.0,0.3,6.2,8.9,12.0,0.0,997.7,1017.6,0.0
2019111816,0.0,60.0,4.6,973.0,4.0,10.0,9.2,360.0,0.8,6.5,8.2,11.0,0.0,998.8,1018.8,0.0
2019111817,0.0,57.0,4.8,989.0,9.0,9.0,7.6,340.0,-0.3,6.0,7.6,12.0,0.0,999.2,1019.3,0.0
2019111818,0.0,61.0,5.5,1013.0,7.0,10.0,6.7,340.0,-0.2,6.0,6.8,12.0,0.0,999.8,1020.0,0.0
2019111819,0.0,60.0,4.4,1112.0,8.0,10.0,6.4,360.0,-0.9,5.7,6.3,12.0,0.0,1000.3,1020.5,0.0
2019111820,0.0,60.0,5.5,1291.0,2.0,10.0,5.8,340.0,-1.1,5.6,6.0,14.0,0.0,1000.7,1021.0,0.0
2019111905,0.0,68.0,3.3,1902.0,6.0,9.0,4.7,340.0,-0.1,6.1,5.3,10.0,0.0,1000.9,1021.3,0.0
2019111906,0.0,66.0,3.0,1894.0,9.0,10.0,4.6,320.0,-0.4,5.9,5.4,10.0,0.0,1001.2,1021.5,0.0
2019111907,0.0,65.0,3.0,1826.0,0.0,0.0,5.3,340.0,-0.2,6.0,5.8,9.0,0.0,1001.7,1022.0,0.0
2019111908,0.0,68.0,4.8,1683.0,9.0,9.0,5.4,360.0,0.0,6.1,5.4,8.0,0.0,1002.5,1022.9,0.0
2019111909,0.0,67.0,5.1,1924.0,9.0,9.0,5.9,320.0,-0.6,5.8,5.0,8.0,0.0,1003.4,1023.8,0.0
2019111910,0.0,64.0,3.6,1840.0,7.0,10.0,6.8,340.0,-1.0,5.7,5.2,8.0,0.0,1004.1,1024.5,0.0
2019111911,0.5,56.0,5.0,1914.0,3.0,10.0,7.4,320.0,-2.1,5.2,6.0,10.0,0.0,1004.7,1025.1,0.0
2019111912,0.8,54.0,6.0,1935.0,2.0,9.0,7.5,340.0,-2.7,5.0,5.9,13.0,0.0,1004.1,1024.5,0.0
