ymdhms,sunshine,humdt,wnd_spd,visiblt,cloud2,cloud,grd_temprt,wnd_dir,dewpnt,steampressr,temprt,mincloud,rain,pressr,seapressr,snow
2019082005,0.0,99.0,0.3,168.0,1.0,1.0,21.2,0.0,19.9,23.2,20.1,13.0,0.0,991.0,1010.0,0.0
2019082006,0.0,99.0,0.3,156.0,0.0,0.0,21.2,0.0,19.6,22.8,19.8,12.333333333333334,0.0,990.8,1009.9,0.0
2019082007,0.0,99.0,0.9,155.0,2.0,2.0,22.7,290.0,20.0,23.4,20.2,11.666666666666666,0.0,991.1,1010.1,0.0
2019082008,0.4,90.0,0.4,239.0,2.0,3.0,26.2,0.0,21.4,25.5,23.2,11.0,0.0,990.9,1009.6,0.0
2019082009,0.7,78.0,0.8,509.0,0.0,0.0,34.2,110.0,21.8,26.1,26.0,10.0,0.0,990.9,1009.5,0.0
2019082010,1.0,66.0,2.2,759.0,1.0,2.0,37.9,160.0,21.1,25.0,28.1,9.0,0.0,991.0,1009.4,0.0
2019082011,0.9,64.0,3.5,783.0,4.0,6.0,41.3,140.0,20.8,24.6,28.3,14.0,0.0,990.8,1009.2,0.0
2019082012,1.0,63.0,3.0,867.0,2.0,7.0,45.3,110.0,21.6,25.8,29.4,10.0,0.0,990.3,1008.6,0.0
2019082013,0.7,63.0,2.7,795.0,3.0,8.0,48.2,180.0,22.0,26.4,29.9,11.0,0.0,990.1,1008.4,0.0
2019082014,0.5,62.0,2.0,784.0,8.0,9.0,46.0,180.0,21.9,26.3,30.0,11.0,0.0,990.0,1008.3,0.0
2019082015,0.3,65.0,2.5,7220.0,2.0,10.0,36.3,160.0,21.2,25.2,28.5,19.0,0.0,989.8,1008.2,0.0
2019082016,0.3,63.0,2.5,749.0,1.0,8.0,35.5,160.0,20.9,24.7,28.7,10.0,0.0,989.4,1007.7,0.0
2019082017,0.9,64.0,2.3,773.0,2.0,4.0,34.6,160.0,21.5,25.6,29.1,10.0,0.0,989.2,1007.5,0.0
2019082018,0.8,68.0,2.6,802.0,2.0,4.0,31.0,200.0,21.6,25.8,28.1,10.0,0.0,989.6,1008.0,0.0
2019082019,0.0,72.0,1.6,828.0,5.0,5.0,26.9,160.0,21.2,25.2,26.7,9.0,0.0,990.0,1008.5,0.0
2019082020,0.0,80.0,0.7,703.0,5.0,6.0,25.8,90.0,21.5,25.6,25.3,16.0,0.0,990.4,1009.0,0.0
2019082105,0.0,95.0,0.6,432.0,6.0,6.0,24.4,110.0,22.2,26.8,23.1,8.0,0.0,989.7,1008.4,0.0
2019082106,0.0,94.0,0.6,456.0,7.0,7.0,24.6,270.0,22.0,26.4,23.1,7.0,0.0,989.8,1008.5,0.0
2019082107,0.0,92.0,0.6,525.0,6.0,6.0,25.2,90.0,22.1,26.6,23.5,6.0,0.0,990.2,1008.8,0.0
2019082108,0.0,86.0,0.5,788.0,4.0,4.0,26.4,90.0,21.8,26.1,24.3,6.0,0.0,990.4,1009.0,0.0
2019082109,0.0,88.0,0.6,575.0,8.0,8.0,26.3,320.0,21.8,26.1,24.0,6.0,0.0,990.8,1009.4,0.0
2019082110,0.0,81.0,0.8,1182.0,9.0,9.0,32.7,70.0,22.1,26.6,25.7,6.0,0.0,991.1,1009.7,0.0
2019082111,0.0,80.0,0.7,1000.0,10.0,10.0,31.1,360.0,21.8,26.1,25.6,6.0,0.0,991.0,1009.6,0.0
2019082112,0.0,78.0,1.2,994.0,9.0,10.0,34.4,180.0,21.9,26.3,26.1,6.0,0.0,990.7,1009.3,0.0
2019082113,0.0,80.0,1.2,833.0,10.0,10.0,35.5,180.0,22.6,27.4,26.4,5.0,0.0,990.2,1008.7,0.0
2019082114,0.2,78.0,1.5,792.0,8.0,8.0,38.4,180.0,23.2,28.4,27.4,4.0,0.0,989.6,1008.0,0.0
2019082115,0.0,80.0,1.0,764.0,9.0,9.0,32.1,160.0,23.1,28.3,26.9,5.0,0.0,989.4,1007.9,0.0
2019082116,0.0,79.0,1.5,741.0,9.0,9.0,32.9,160.0,23.2,28.4,27.2,5.0,0.0,989.2,1007.7,0.0
2019082117,0.1,81.0,1.5,1239.0,8.0,8.0,31.5,160.0,23.4,28.8,27.0,5.0,0.0,989.4,1007.9,0.0
2019082118,0.0,85.0,1.0,1694.0,7.0,10.0,30.0,200.0,23.6,29.1,26.4,4.0,0.0,989.2,1007.7,0.0
2019082119,0.0,91.0,0.9,954.0,9.0,9.0,27.1,90.0,24.0,29.8,25.6,3.0,0.0,989.5,1008.1,0.0
2019082120,0.0,93.0,0.9,953.0,8.0,8.0,26.3,110.0,24.1,30.0,25.4,3.0,0.0,989.9,1008.5,0.0
2019082205,0.0,98.0,1.1,82.0,10.0,10.0,25.4,70.0,23.8,29.5,24.2,2.0,9.2,987.7,1006.2,0.0
2019082206,0.0,97.0,1.2,1887.0,10.0,10.0,25.3,70.0,23.9,29.7,24.5,7.0,2.3,987.6,1006.1,0.0
2019082207,0.0,98.0,0.7,681.0,10.0,10.0,25.6,160.0,24.0,29.8,24.4,3.0,2.3,987.6,1006.1,0.0
2019082208,0.0,98.0,1.4,119.0,10.0,10.0,25.4,90.0,24.1,30.0,24.5,3.0,10.2,987.0,1005.5,0.0
2019082209,0.0,95.0,1.7,848.0,10.0,10.0,25.6,110.0,24.1,30.0,25.0,3.0,3.7,986.2,1004.8,0.0
2019082210,0.0,95.0,2.1,1108.0,10.0,10.0,25.7,180.0,24.2,30.2,25.1,3.0,0.2,986.5,1005.1,0.0
2019082211,0.0,94.0,1.9,1426.0,10.0,10.0,26.6,320.0,24.2,30.2,25.3,4.0,0.1,986.9,1005.5,0.0
2019082212,0.0,90.0,3.5,1897.0,9.0,10.0,30.3,320.0,24.0,29.8,25.8,4.0,0.0,986.9,1005.4,0.0
2019082213,0.8,77.0,2.6,1338.0,1.0,9.0,39.0,340.0,22.8,27.7,27.2,5.0,0.0,987.3,1005.7,0.0
2019082214,1.0,70.0,1.9,1537.0,1.0,7.0,41.6,340.0,23.3,28.6,29.4,7.0,0.0,986.9,1005.1,0.0
2019082215,1.0,64.0,2.5,1214.0,2.0,6.0,40.8,290.0,22.1,26.6,29.7,38.0,0.0,986.5,1004.8,0.0
2019082216,0.9,60.0,2.4,1092.0,1.0,3.0,36.9,320.0,21.2,25.2,29.9,37.0,0.0,986.4,1004.7,0.0
2019082217,1.0,61.0,2.3,1016.0,0.0,5.0,32.7,320.0,21.2,25.2,29.6,28.333333333333336,0.0,986.9,1005.2,0.0
2019082218,0.7,74.0,1.2,1021.0,0.0,5.0,28.8,320.0,22.3,26.9,27.4,19.666666666666668,0.0,987.2,1005.6,0.0
2019082219,0.0,85.0,1.8,748.0,4.0,9.0,27.6,320.0,23.0,28.1,25.8,11.0,0.0,987.8,1006.4,0.0
2019082220,0.0,75.0,2.1,793.0,6.0,9.0,26.2,320.0,21.3,25.3,26.1,63.0,0.0,988.7,1007.2,0.0
2019082305,0.0,96.0,0.7,286.0,2.0,9.0,23.3,340.0,21.1,25.0,21.8,38.0,0.0,989.4,1008.2,0.0
2019082306,0.0,97.0,0.1,220.0,8.0,8.0,23.4,0.0,21.1,25.0,21.7,33.0,0.0,989.7,1008.5,0.0
2019082307,0.0,94.0,1.3,380.0,9.0,10.0,23.9,270.0,21.1,25.0,22.2,31.0,0.0,990.0,1008.8,0.0
2019082308,0.0,86.0,1.7,512.0,4.0,10.0,25.3,340.0,21.0,24.9,23.5,33.0,0.0,990.3,1008.9,0.0
2019082309,0.0,83.0,1.6,637.0,9.0,9.0,26.4,320.0,20.7,24.4,23.8,35.0,0.0,990.5,1009.1,0.0
2019082310,0.0,79.0,2.6,896.0,5.0,10.0,27.8,340.0,20.3,23.8,24.2,46.0,0.0,990.9,1009.5,0.0
2019082311,0.0,77.0,1.6,1015.0,9.0,10.0,27.4,340.0,20.0,23.4,24.3,43.0,0.0,991.0,1009.6,0.0
2019082312,0.0,75.0,1.7,1241.0,7.0,10.0,29.9,290.0,19.7,22.9,24.5,43.0,0.0,990.6,1009.1,0.0
2019082313,0.1,68.0,1.8,1407.0,1.0,9.0,37.8,290.0,19.6,22.8,26.0,9.0,0.0,990.5,1009.1,0.0
2019082314,0.7,63.0,2.6,1648.0,1.0,8.0,37.5,270.0,19.2,22.2,26.9,10.0,0.0,990.2,1008.7,0.0
2019082315,0.9,61.0,1.2,1415.0,6.0,9.0,35.8,340.0,19.3,22.4,27.6,11.0,0.0,989.7,1008.1,0.0
2019082316,0.8,57.0,2.8,1509.0,2.0,9.0,34.0,320.0,18.3,21.0,27.6,48.0,0.0,989.7,1008.1,0.0
2019082317,0.8,57.0,2.0,1539.0,5.0,5.0,29.2,340.0,17.4,19.9,26.7,50.0,0.0,989.8,1008.3,0.0
2019082318,0.9,64.0,0.7,1578.0,5.0,5.0,27.3,270.0,18.4,21.2,25.8,46.0,0.0,989.9,1008.5,0.0
2019082319,0.2,86.0,0.3,1089.0,5.0,5.0,24.9,0.0,19.8,23.1,22.3,75.0,0.0,990.1,1008.9,0.0
2019082320,0.0,94.0,0.0,743.0,0.0,7.0,23.5,0.0,19.8,23.1,20.9,72.16666666666667,0.0,990.7,1009.6,0.0
2019082405,0.0,98.0,0.0,8.0,4.0,4.0,20.6,0.0,17.1,19.5,17.5,69.33333333333333,0.0,991.7,1010.8,0.0
2019082406,0.0,98.0,0.0,10.0,2.0,2.0,20.3,0.0,16.5,18.8,16.9,66.5,0.0,992.2,1011.4,0.0
2019082407,0.0,98.0,0.4,5.0,3.0,3.0,21.4,0.0,17.3,19.7,17.7,63.666666666666664,0.0,992.4,1011.5,0.0
2019082408,0.0,98.0,0.4,95.0,6.0,6.0,23.5,0.0,18.4,21.2,18.8,60.83333333333333,0.0,992.4,1011.4,0.0
2019082409,0.2,97.0,0.6,859.0,5.0,10.0,27.7,160.0,20.5,24.1,21.1,58.0,0.0,992.7,1011.6,0.0
2019082410,0.5,73.0,2.9,1694.0,1.0,9.0,36.1,250.0,19.0,22.0,24.2,56.0,0.0,992.9,1011.5,0.0
2019082411,0.3,69.0,1.9,1608.0,9.0,9.0,33.0,320.0,19.0,22.0,25.1,50.0,0.0,993.1,1011.8,0.0
2019082412,0.3,66.0,3.1,1800.0,2.0,9.0,33.1,290.0,18.2,20.9,25.1,9.0,0.0,992.6,1011.3,0.0
2019082413,0.0,66.0,2.4,1648.0,4.0,10.0,32.5,340.0,18.8,21.7,25.7,10.0,0.0,992.3,1010.9,0.0
2019082414,0.3,64.0,1.6,1601.0,5.0,9.0,37.5,340.0,19.6,22.8,27.0,9.0,0.0,992.1,1010.6,0.0
2019082415,0.2,64.0,2.4,1553.0,0.0,9.0,32.1,320.0,18.7,21.6,26.1,12.5,0.0,991.5,1010.1,0.0
2019082416,0.3,63.0,1.7,1595.0,1.0,10.0,32.0,320.0,18.6,21.4,26.3,16.0,0.0,991.4,1010.0,0.0
2019082417,0.0,74.0,0.6,1497.0,0.0,10.0,28.5,360.0,20.7,24.4,25.7,12.5,0.0,991.5,1010.1,0.0
2019082418,0.0,73.0,1.6,1569.0,9.0,9.0,26.0,340.0,19.5,22.7,24.7,9.0,0.0,992.1,1010.8,0.0
2019082419,0.0,70.0,1.4,1755.0,1.0,10.0,24.3,290.0,17.8,20.4,23.7,19.0,0.0,992.5,1011.2,0.0
2019082420,0.0,82.0,0.5,1512.0,3.0,10.0,23.4,340.0,18.8,21.7,22.1,58.0,0.0,993.2,1012.1,0.0
2019082505,0.0,98.0,0.3,508.0,9.0,10.0,20.3,0.0,17.6,20.1,18.0,46.0,0.0,993.3,1012.4,0.0
2019082506,0.0,98.0,0.2,458.0,10.0,10.0,20.5,0.0,17.8,20.4,18.2,45.0,0.0,993.5,1012.6,0.0
2019082507,0.0,98.0,0.0,523.0,10.0,10.0,21.2,0.0,18.5,21.3,18.9,40.0,0.0,993.7,1012.7,0.0
2019082508,0.0,97.0,0.8,600.0,10.0,10.0,23.6,320.0,20.0,23.4,20.5,39.0,0.0,994.3,1013.3,0.0
2019082509,0.0,85.0,1.4,1243.0,3.0,10.0,27.7,270.0,19.6,22.8,22.3,40.0,0.0,994.7,1013.6,0.0
2019082510,0.3,75.0,1.1,1379.0,5.0,9.0,30.4,200.0,18.9,21.8,23.7,39.0,0.0,995.1,1013.8,0.0
2019082511,0.0,76.0,0.8,1376.0,9.0,10.0,27.9,200.0,19.3,22.4,23.8,37.0,0.0,995.1,1013.8,0.0
2019082512,0.0,78.0,1.0,1495.0,1.0,10.0,27.9,70.0,19.5,22.7,23.6,41.0,0.0,994.4,1013.1,0.0
2019082513,0.0,77.0,2.0,1363.0,9.0,10.0,33.5,290.0,20.2,23.7,24.6,46.0,0.0,994.6,1013.4,0.0
2019082514,0.1,68.0,1.6,1517.0,5.0,10.0,33.0,290.0,18.8,21.7,25.2,30.0,0.0,994.6,1013.3,0.0
2019082515,0.6,56.0,1.8,1786.0,0.0,0.0,37.9,320.0,16.8,19.1,26.3,37.5,0.0,994.2,1012.8,0.0
2019082516,0.7,55.0,2.2,1928.0,7.0,8.0,35.2,340.0,16.5,18.8,26.3,45.0,0.0,993.6,1012.2,0.0
2019082517,1.0,56.0,2.1,1593.0,6.0,8.0,30.8,290.0,16.8,19.1,26.3,64.0,0.0,993.8,1012.4,0.0
2019082518,0.2,64.0,1.1,1991.0,8.0,8.0,28.1,290.0,18.1,20.8,25.5,31.0,0.0,993.8,1012.5,0.0
2019082519,0.3,78.0,0.8,588.0,4.0,9.0,24.5,320.0,18.8,21.7,22.9,31.0,0.0,994.1,1012.9,0.0
2019082520,0.0,87.0,1.1,1610.0,5.0,7.0,23.3,270.0,19.0,22.0,21.3,11.0,0.0,994.8,1013.8,0.0
2019082605,0.0,98.0,0.2,541.0,2.0,7.0,20.0,0.0,17.5,20.0,17.9,34.0,0.0,994.0,1013.1,0.0
2019082606,0.0,98.0,0.2,571.0,10.0,10.0,20.1,0.0,17.6,20.1,18.0,36.0,0.0,994.4,1013.5,0.0
2019082607,0.3,97.0,0.5,769.0,5.0,7.0,20.4,360.0,18.1,20.8,18.6,36.0,0.0,994.4,1013.5,0.0
2019082608,0.7,88.0,1.0,1258.0,0.0,5.0,22.7,200.0,19.2,22.2,21.3,29.5,0.0,994.7,1013.7,0.0
2019082609,0.9,72.0,1.0,1854.0,0.0,6.0,29.6,90.0,18.3,21.0,23.7,23.0,0.0,994.1,1012.8,0.0
2019082610,1.0,66.0,2.5,1574.0,0.0,0.0,39.7,200.0,18.7,21.6,25.6,16.5,0.0,993.9,1012.6,0.0
2019082611,1.0,61.0,2.6,1546.0,1.0,2.0,43.0,140.0,19.1,22.1,27.3,10.0,0.0,993.8,1012.3,0.0
2019082612,0.6,57.0,2.6,1733.0,2.0,6.0,41.4,110.0,17.9,20.5,27.2,11.0,0.0,993.4,1011.9,0.0
2019082613,0.7,65.0,4.0,1593.0,2.0,7.0,35.2,200.0,18.9,21.8,26.1,12.0,0.0,993.4,1012.0,0.0
2019082614,0.8,65.0,2.2,1684.0,3.0,6.0,42.7,200.0,20.0,23.4,27.2,9.0,0.0,992.5,1011.0,0.0
2019082615,1.0,68.0,3.7,1452.0,3.0,8.0,40.8,200.0,20.1,23.5,26.5,8.0,0.0,992.0,1010.6,0.0
2019082616,0.6,74.0,2.7,1197.0,2.0,5.0,33.0,200.0,20.1,23.5,25.1,10.0,0.0,992.1,1010.8,0.0
2019082617,0.0,79.0,3.2,1152.0,4.0,7.0,29.2,180.0,20.2,23.7,24.1,15.0,0.0,992.4,1011.0,0.0
2019082618,0.0,76.0,2.2,1380.0,1.0,8.0,26.2,180.0,19.0,22.0,23.5,8.0,0.0,992.8,1011.5,0.0
2019082619,0.0,78.0,0.7,1365.0,4.0,9.0,24.8,180.0,19.0,22.0,23.1,16.0,0.0,993.0,1011.7,0.0
2019082620,0.0,76.0,1.6,1375.0,6.0,8.0,24.0,200.0,18.5,21.3,23.0,11.0,0.0,993.4,1012.2,0.0
2019082705,0.0,97.0,0.1,383.0,10.0,10.0,22.2,0.0,19.8,23.1,20.3,4.0,0.1,989.7,1008.7,0.0
2019082706,0.0,98.0,0.1,219.0,8.0,10.0,22.0,0.0,19.8,23.1,20.2,5.0,1.6,989.5,1008.5,0.0
2019082707,0.0,98.0,0.7,264.0,7.0,10.0,22.3,110.0,19.9,23.2,20.3,1.0,1.4,989.4,1008.4,0.0
2019082708,0.0,98.0,1.0,234.0,10.0,10.0,22.5,90.0,20.2,23.7,20.6,2.0,0.5,989.2,1008.1,0.0
2019082709,0.0,98.0,1.6,734.0,5.0,10.0,24.0,70.0,20.9,24.7,21.3,3.0,0.0,989.0,1007.9,0.0
2019082710,0.0,98.0,0.5,216.0,9.0,10.0,25.2,110.0,21.3,25.3,21.7,1.0,0.0,988.8,1007.6,0.0
2019082711,0.0,98.0,0.1,259.0,10.0,10.0,24.3,0.0,21.4,25.5,21.8,1.0,0.0,988.8,1007.6,0.0
2019082712,0.0,98.0,1.8,668.0,10.0,10.0,23.7,180.0,21.4,25.5,21.8,1.5,1.2,988.3,1007.1,0.0
2019082713,0.0,98.0,0.3,353.0,10.0,10.0,23.7,0.0,21.5,25.6,21.9,2.0,2.6,987.7,1006.5,0.0
2019082714,0.0,95.0,0.6,1284.0,10.0,10.0,27.6,110.0,22.3,26.9,23.2,2.0,0.5,987.7,1006.3,0.0
2019082715,0.0,95.0,0.7,1003.0,10.0,10.0,26.8,140.0,22.3,26.9,23.2,2.0,0.2,987.4,1006.0,0.0
2019082716,0.0,95.0,0.1,984.0,9.0,9.0,26.8,0.0,22.5,27.2,23.4,3.0,0.0,986.7,1005.3,0.0
2019082717,0.0,94.0,1.1,703.0,10.0,10.0,26.1,180.0,22.2,26.8,23.3,2.0,0.0,987.0,1005.6,0.0
2019082718,0.0,98.0,0.7,197.0,10.0,10.0,24.7,90.0,22.5,27.2,22.9,1.0,0.0,987.1,1005.7,0.0
2019082719,0.0,98.0,0.0,243.0,10.0,10.0,24.5,0.0,22.5,27.2,22.9,2.0,0.0,987.3,1006.0,0.0
2019082720,0.0,98.0,0.2,139.0,7.0,10.0,24.3,0.0,22.3,26.9,22.7,2.0,0.0,987.9,1006.6,0.0
2019082805,0.0,98.0,1.8,1475.0,6.0,9.0,23.5,290.0,22.2,26.8,22.6,2.0,0.0,987.6,1006.3,0.0
2019082806,0.0,96.0,1.2,1527.0,2.0,10.0,23.2,320.0,22.0,26.4,22.7,6.0,0.0,987.8,1006.5,0.0
2019082807,0.0,96.0,0.9,1042.0,0.0,10.0,23.5,320.0,21.7,26.0,22.4,4.0,0.0,988.3,1007.0,0.0
2019082808,0.0,97.0,0.5,745.0,1.0,10.0,24.3,270.0,22.0,26.4,22.6,2.0,0.0,988.8,1007.5,0.0
2019082809,0.0,95.0,0.9,773.0,0.0,10.0,24.9,290.0,22.0,26.4,22.9,2.5,0.1,989.4,1008.1,0.0
2019082810,0.0,94.0,0.7,1013.0,1.0,10.0,25.6,250.0,21.7,26.0,22.8,3.0,0.0,989.6,1008.3,0.0
2019082811,0.0,85.0,1.5,1467.0,0.0,9.0,33.4,290.0,22.0,26.4,24.8,27.5,0.0,989.7,1008.4,0.0
2019082812,0.0,72.0,1.5,1782.0,8.0,9.0,33.9,320.0,19.7,22.9,25.2,52.0,0.0,988.9,1007.5,0.0
2019082813,0.5,67.0,2.1,1571.0,1.0,9.0,35.8,290.0,19.3,22.4,26.0,8.0,0.0,989.0,1007.6,0.0
2019082814,0.0,68.0,1.2,1720.0,2.0,10.0,32.4,340.0,19.6,22.8,26.0,9.0,0.0,988.2,1006.7,0.0
2019082815,0.0,68.0,1.0,1594.0,2.0,10.0,36.2,200.0,20.2,23.7,26.6,31.0,0.0,987.9,1006.4,0.0
2019082816,0.0,74.0,0.9,1825.0,6.0,10.0,29.1,200.0,20.5,24.1,25.5,30.0,0.0,987.8,1006.4,0.0
2019082817,0.0,87.0,0.4,1393.0,5.0,10.0,26.8,0.0,21.8,26.1,24.2,7.0,0.0,987.7,1006.2,0.0
2019082818,0.2,86.0,0.9,1429.0,4.0,9.0,27.1,230.0,22.1,26.6,24.7,7.0,0.0,987.5,1006.1,0.0
2019082819,0.2,91.0,0.1,1043.0,4.0,8.0,25.6,0.0,22.2,26.8,23.8,4.0,0.0,988.2,1006.8,0.0
2019082820,0.0,96.0,0.0,653.0,4.0,6.0,23.9,0.0,21.9,26.3,22.6,5.0,0.0,988.6,1007.3,0.0
2019082905,0.0,96.0,0.5,375.0,6.0,10.0,22.0,290.0,20.6,24.3,21.3,46.0,0.0,987.4,1006.2,0.0
2019082906,0.0,93.0,1.9,501.0,0.0,10.0,21.9,320.0,20.4,24.0,21.6,37.666666666666664,0.0,988.2,1007.0,0.0
2019082907,0.0,97.0,1.1,379.0,0.0,10.0,22.2,320.0,20.6,24.3,21.2,29.333333333333332,0.0,989.0,1007.9,0.0
2019082908,0.0,97.0,0.3,237.0,1.0,10.0,23.1,0.0,20.8,24.6,21.4,21.0,0.0,989.3,1008.2,0.0
2019082909,0.0,96.0,1.4,218.0,1.0,10.0,23.9,290.0,21.0,24.9,21.7,18.0,0.0,988.9,1007.7,0.0
2019082910,0.0,93.0,0.8,543.0,2.0,10.0,24.3,20.0,20.8,24.6,22.0,34.0,0.0,989.4,1008.2,0.0
2019082911,0.0,94.0,1.2,511.0,1.0,10.0,24.0,110.0,21.1,25.0,22.2,8.0,0.0,988.7,1007.5,0.0
2019082912,0.0,89.0,0.9,855.0,2.0,10.0,26.8,180.0,21.1,25.0,23.1,5.0,0.0,988.6,1007.3,0.0
2019082913,0.0,88.0,2.1,927.0,1.0,10.0,25.3,90.0,20.7,24.4,22.9,6.0,0.0,988.0,1006.7,0.0
2019082914,0.0,81.0,2.1,1250.0,1.0,10.0,25.8,180.0,19.3,22.4,22.8,42.0,0.0,988.6,1007.3,0.0
2019082915,0.0,82.0,1.7,1519.0,7.0,10.0,25.1,200.0,19.0,22.0,22.3,47.0,0.0,988.3,1007.0,0.0
2019082916,0.0,82.0,1.7,1537.0,1.0,10.0,24.9,200.0,18.9,21.8,22.2,8.0,0.0,988.4,1007.1,0.0
2019082917,0.0,82.0,1.2,1482.0,6.0,10.0,25.3,180.0,19.1,22.1,22.4,8.0,0.0,988.8,1007.5,0.0
2019082918,0.0,89.0,0.6,1230.0,1.0,10.0,23.5,20.0,19.8,23.1,21.7,32.0,0.0,988.9,1007.7,0.0
2019082919,0.0,90.0,0.8,1131.0,4.0,10.0,22.3,360.0,19.4,22.5,21.2,40.0,0.0,989.0,1007.9,0.0
2019082920,0.0,98.0,0.7,567.0,1.0,9.0,21.4,20.0,19.8,23.1,20.2,37.0,0.0,989.2,1008.2,0.0
2019083005,0.0,98.0,0.1,12.0,9.0,9.0,19.7,0.0,17.3,19.7,17.7,34.0,0.0,989.5,1008.6,0.0
2019083006,0.0,98.0,0.3,17.0,6.0,6.0,19.6,0.0,17.2,19.6,17.6,31.0,0.0,990.0,1009.1,0.0
2019083007,0.0,98.0,0.1,14.0,0.0,0.0,20.6,0.0,17.5,20.0,17.9,28.0,0.0,990.6,1009.7,0.0
2019083008,0.1,98.0,0.6,80.0,0.0,0.0,21.9,140.0,19.2,22.2,19.6,25.0,0.0,990.6,1009.7,0.0
2019083009,1.0,75.0,2.1,1731.0,0.0,0.0,28.3,290.0,18.4,21.2,23.1,22.0,0.0,990.7,1009.4,0.0
2019083010,1.0,64.0,2.7,1631.0,0.0,0.0,36.3,290.0,16.8,19.1,24.1,19.0,0.0,990.6,1009.2,0.0
2019083011,1.0,57.0,2.5,1894.0,0.0,0.0,37.7,290.0,16.2,18.4,25.4,16.0,0.0,990.9,1009.5,0.0
2019083012,0.9,54.0,3.2,1963.0,4.0,4.0,40.9,290.0,15.9,18.1,26.0,13.0,0.0,990.4,1009.0,0.0
2019083013,1.0,47.0,3.2,1901.0,1.0,3.0,38.6,320.0,14.4,16.4,26.7,15.0,0.0,990.2,1008.7,0.0
2019083014,0.9,51.0,3.0,1837.0,2.0,2.0,40.4,290.0,16.0,18.2,27.1,17.0,0.0,989.9,1008.4,0.0
2019083015,0.8,54.0,3.2,1786.0,1.0,1.0,34.8,340.0,16.3,18.5,26.4,14.0,0.0,989.6,1008.1,0.0
2019083016,0.9,52.0,3.1,1999.0,2.0,2.0,34.4,290.0,16.0,18.2,26.7,14.0,0.0,989.7,1008.2,0.0
2019083017,0.6,58.0,2.9,1905.0,1.0,7.0,26.8,320.0,16.1,18.3,25.0,16.0,0.0,990.2,1008.9,0.0
2019083018,0.5,64.0,2.1,2000.0,1.0,5.0,24.3,340.0,16.7,19.0,24.0,14.0,0.0,990.7,1009.3,0.0
2019083019,0.2,63.0,1.9,2000.0,0.0,3.0,21.4,340.0,15.5,17.6,23.0,13.0,0.0,991.1,1009.8,0.0
2019083020,0.0,81.0,0.9,1963.0,0.0,0.0,20.0,340.0,16.3,18.5,19.7,12.0,0.0,992.0,1011.1,0.0
2019083105,0.0,98.0,0.0,617.0,0.0,5.0,16.5,0.0,14.8,16.8,15.2,11.0,0.0,993.9,1013.3,0.0
2019083106,0.0,98.0,0.4,532.0,2.0,6.0,17.1,0.0,14.9,16.9,15.3,10.0,0.0,994.2,1013.6,0.0
2019083107,0.1,98.0,0.1,599.0,1.0,9.0,18.5,0.0,15.6,17.7,16.0,69.0,0.0,994.8,1014.2,0.0
2019083108,0.0,95.0,0.3,851.0,2.0,9.0,21.4,0.0,17.0,19.4,17.9,27.0,0.0,994.9,1014.1,0.0
2019083109,0.0,88.0,0.2,1407.0,2.0,9.0,25.9,0.0,18.2,20.9,20.3,69.0,0.0,995.4,1014.5,0.0
2019083110,0.3,80.0,1.3,1746.0,1.0,10.0,30.2,230.0,18.9,21.8,22.6,38.5,0.0,995.5,1014.3,0.0
2019083111,0.5,69.0,2.4,1746.0,3.0,9.0,35.0,320.0,17.8,20.4,23.9,8.0,0.0,995.6,1014.3,0.0
2019083112,1.0,63.0,2.6,1683.0,1.0,7.0,40.3,320.0,18.3,21.0,25.9,65.0,0.0,995.3,1014.0,0.0
2019083113,0.9,58.0,2.9,1849.0,1.0,7.0,39.2,340.0,16.9,19.2,25.8,11.0,0.0,994.9,1013.6,0.0
2019083114,0.9,55.0,2.7,1795.0,1.0,7.0,36.1,340.0,16.5,18.8,26.3,13.0,0.0,994.6,1013.2,0.0
2019083115,0.8,52.0,1.9,1831.0,2.0,7.0,33.2,290.0,15.6,17.7,26.3,14.0,0.0,994.1,1012.7,0.0
2019083116,1.0,50.0,3.1,1887.0,2.0,2.0,38.7,270.0,15.7,17.8,27.1,15.0,0.0,994.2,1012.8,0.0
2019083117,1.0,59.0,1.5,1974.0,3.0,5.0,30.8,270.0,17.3,19.7,26.0,16.0,0.0,994.4,1013.1,0.0
2019083118,0.0,72.0,0.9,1847.0,5.0,10.0,26.3,270.0,18.5,21.3,23.9,58.0,0.0,994.7,1013.4,0.0
2019083119,0.0,83.0,0.4,1085.0,1.0,6.0,23.1,0.0,18.9,21.8,22.0,14.0,0.0,995.1,1014.0,0.0
2019083120,0.0,90.0,0.4,1231.0,0.0,5.0,21.4,0.0,18.5,21.3,20.3,36.5,0.0,996.0,1015.1,0.0
2019090105,0.0,98.0,0.1,419.0,8.0,8.0,18.5,0.0,17.2,19.6,17.6,59.0,0.0,997.1,1016.3,0.0
2019090106,0.0,98.0,0.0,473.0,9.0,10.0,18.7,0.0,17.1,19.5,17.5,59.0,0.0,997.2,1016.5,0.0
2019090107,0.0,98.0,0.0,347.0,9.0,10.0,19.8,0.0,17.4,19.9,17.8,57.0,0.0,997.6,1016.8,0.0
2019090108,0.0,96.0,0.4,732.0,3.0,10.0,22.1,0.0,18.2,20.9,18.9,65.0,0.0,997.8,1016.9,0.0
